"id","x","y","weight"
"2500DCL2103","350285.10565870104","470036.9729502901","26"
"2500DCL2101","346744.08130316203","474883.9368422412","13"
"1800WK04971","356881.01783074986","401378.72285791603","62"
"1800NE44341","386412.1591197901","412401.8053032194","16"
"1800WK02311","358102.05422793666","405584.7543950707","156"
"1800WA05561","368778.1224254383","410910.68505842204","5"
"0600CO19038","374890.13226286316","369188.92960269965","4"
"069000014405","356327.02826184337","388061.8964184976","18"
"1800EB14461","389468.05467354844","397185.70720025484","30"
"0600CO19039","380916.99776780646","357022.6894931549","4"
"1800SG39481","389751.14488308155","394264.77082653163","5"
"2500LAA00093","352372.07424067555","470013.2712975306","2"
"2500LAA00092","352372.0573310422","470024.2877110081","2"
"1800ED17081","391147.1433335909","405236.6369318354","88"
"2500LAA00095","360112.18472403375","416394.567671402","3"
"2500LAA00094","360107.2006021497","416376.02909069025","2"
"0600CO19033","376621.056936911","361699.05354091537","34"
"1800SG40461","387553.09500968206","391308.62515486137","71"
"0600CO19034","376566.0283376864","361687.8651067236","33"
"2500DCL2109","350162.09744568093","468059.0378691022","10"
"2500DCL2108","350440.11694979377","468117.9121023535","10"
"2500DCL2107","350524.1107347248","468181.9954559157","11"
"1800WA42551","372826.1611426328","406483.88486895146","38"
"1800ED17041","395320.1514724378","405907.8767574611","2"
"1800WA17511","369292.0894276075","406838.75641683274","38"
"1800NC41531","381569.1530766258","403217.9877257597","32"
"2800S13139A","352300.0722097783","394613.56102512305","8"
"1800SG39411","388764.1417983882","393046.9123480031","17"
"1800NB43141","384698.18767055206","403588.68051652546","25"
"1800NF29701","380436.03149048274","398279.9138203926","32"
"1800SB11571","383251.06970228814","385865.98764169705","37"
"2800S13139B","352324.08810516924","394577.714770229","8"
"1800NE07351","393356.0615296132","416813.74825871334","22"
"1800WK04941","357089.0130407977","400794.92641130433","64"
"0600CO19084","369545.10358456237","365569.95538053825","9"
"0600CO19085","370794.11819968425","366820.94985971926","9"
"1800SG40411","388322.0904914712","392228.942150127","31"
"0600CO19083","377842.021963046","355501.8634486157","5"
"1800NE34971","382673.1494908841","410557.8375250504","76"
"0600CO19086","370582.1062348796","366415.6287570447","9"
"1800NF30701","379602.06989469484","398704.89271602035","148"
"0600CO19087","382866.0140204484","355325.86950694834","4"
"1800WA42561","372655.1727636764","406507.7960465682","38"
"0600CO19091","375424.0326369689","360639.8564687023","43"
"1800WA17521","369312.12767906184","407340.73841609","36"
"0600CO19092","377474.0544137752","361876.94902820035","29"
"1800SB11561","383235.0776592814","385859.59175906633","39"
"1800SG39421","388793.1222488514","393024.8147982638","15"
"1800NF29711","380542.050257631","398304.0615264309","101"
"2800S13138B","352165.0786971939","395024.92712400184","8"
"1800NC41541","381612.1124544835","403234.841461524","29"
"2800S13138A","352149.1152058098","395022.6409869191","8"
"1800WK04951","356956.96659253596","400957.79324650654","64"
"1800NB43151","384716.14957485936","403587.8431299354","26"
"1800NE07361","393001.0789969014","414798.73581988114","12"
"1800WA05541","374725.1433958493","404886.7484605793","34"
"0600CO19095","386788.01795203285","362002.8310841347","21"
"1800SJ04501","377344.9805402296","390607.8102047583","37"
"1800NE32301","384848.1287416746","410770.9119878872","77"
"0600CO19093","382622.99843942956","357107.8319769745","4"
"1800NE34961","382648.1805912778","410571.83717490814","76"
"1800SG40401","388162.1159841168","392005.61181614123","31"
"0600CO19094","382609.0456551824","357099.8730146486","4"
"0600CO19097","370973.0897554963","364780.60962969775","18"
"0600CO19098","383286.07626206154","363475.89601410873","9"
"1800WA42571","372638.1446837932","406518.9097507782","37"
"1800WK04921","353145.01103382185","401810.80309003725","54"
"1800NE44311","386084.12913729413","412253.7977596158","66"
"1800ED19681","388654.15076592955","405026.7513574724","29"
"1800SB11551","383066.0785640647","385917.9356143309","37"
"2800S13137A","352096.10701958823","395257.83046253637","8"
"1800SG39431","388834.14012003056","393230.98136196006","15"
"1800NB43161","384819.13855249423","403579.83182229055","1"
"2800S13137B","352085.07636316295","395250.710257692","9"
"1800NC41511","380872.09987524204","402415.72547452943","102"
"0600CO19068","387071.0735647829","361923.95504195616","21"
"1800ED29001","391792.1302407223","402913.8907395146","107"
"2800TX00149","329917.1264924028","389854.8751426304","1"
"0600CO19062","374271.02685853065","361487.88118026627","4"
"0600CO19063","374311.04164615145","361230.89953702525","4"
"0600CO19060","387038.05298108346","363030.8583455728","20"
"1800NEH2731","386479.1074128141","410362.71502545115","2"
"0600CO19066","383847.0737318626","363586.762781862","9"
"1800NE34991","383096.1786573457","410665.7679191644","76"
"0600CO19064","374515.0424581001","361293.88487605675","4"
"1800WA42581","372579.1431878744","406455.6138937048","79"
"0600CO19065","377228.03677320207","360718.7842809064","8"
"1800SG40431","386888.0988302649","391888.95221758436","75"
"1800SJ04511","377027.0329677692","390633.9344872453","37"
"1800NE07381","388756.1110375174","415670.75917536236","7"
"1800WK04931","357071.02546172804","400793.755014773","62"
"0600CO19070","375036.9975815258","359273.6035281153","43"
"1800ED17031","389287.13018625864","403135.80472086725","33"
"1800WA17501","369351.13449529343","409805.99358992884","10"
"1800ED19691","388714.15669948614","404902.7784559443","16"
"1800NC41521","381014.11426386575","402985.8937135864","96"
"1800SG39441","388850.10744362534","393240.6224552118","17"
"2800S13136A","354122.06869212363","396630.7204274101","22"
"1800SB11541","383003.1146809556","385912.7105958812","39"
"1800NB43171","385032.13098138914","403787.9741224959","44"
"1800SG40421","387898.0881102224","391820.0463134185","31"
"1800NE34981","383060.2021346539","410637.86115398444","76"
"1800SJ04521","376748.0223566022","390588.6850033573","37"
"1800WA42591","372593.16740956553","406440.6234543033","75"
"1800WK04901","353116.9853569368","402073.77408906695","54"
"1800ED17001","391444.1509941626","409597.64768439526","4"
"1800NC41571","382087.1549804184","402444.8663505344","160"
"2500DCL2179","343872.1051160663","407794.8790378542","58"
"2500DCL2177","343608.08086260996","407790.8022770445","58"
"2500DCL2176","350491.1769503873","465086.22531727795","33"
"1800SG15401","387548.1178874726","389253.7891038453","53"
"1800ED19661","388710.14948824944","405191.71925738687","29"
"2500DCL2172","341617.2283265337","461292.11861583614","19"
"2500DCL2171","336924.3546590467","441434.7366488705","36"
"2500DCL2170","336464.36181192193","440288.49383641675","35"
"250012407","338775.1507215937","427953.67622498877","33"
"1800EH41701","393069.044924892","395517.84394680546","91"
"1800NE34931","384067.174606411","410813.8933358438","76"
"1800ED07671","393323.1422939964","402754.90573936317","51"
"2500DCL2169","336113.3822475405","440384.652699793","35"
"2500DCL2168","336077.3849824775","440383.81121419114","35"
"1800NC41581","382045.13979434944","402554.9478250756","148"
"2500DCL2165","332328.4668413303","446219.29647678835","80"
"2500DCL2164","332307.4932142355","446281.5848084043","77"
"2500DCL2163","332250.4886648832","446612.69470865454","77"
"250012414","335658.2106367868","427173.6388971207","98"
"2500DCL2162","332011.4366570675","446188.31160220155","27"
"0610CHIM2640","342273.9050074874","365553.7983366885","2"
"2500DCL2160","332824.4423802094","447616.34658400726","81"
"250012417","337092.1526089073","427905.46267498063","6"
"1800NE34921","384178.1402799989","410784.5898549203","88"
"250012410","337900.2033965707","427826.78691341996","31"
"1800ED07661","392632.1808232326","405199.6714198784","116"
"1800NF40091","382750.1734488951","400464.58914394537","92"
"2800S25114A","327473.11054752616","388057.8914166039","124"
"2800S25110A","327145.1205341981","389255.65451512253","24"
"069000014480","356329.0093741386","388903.8919630534","20"
"2500DCL2199","346918.10113528534","406426.79215270386","56"
"2500DCL2198","346766.0994459088","406514.62837224174","57"
"1800EH04771","392859.07979237","394520.8824757874","37"
"2500DCL2197","346767.0868933173","406531.6409709087","56"
"2500DCL2196","346572.10191954835","406719.7758027785","57"
"1800NC41551","381922.147284866","406769.8135403488","44"
"2500DCL2195","346495.07513225527","406675.6988207337","58"
"2500DCL2193","346134.10660308163","406333.8865364304","58"
"1800ED19641","388826.1254326115","405416.8446611464","1"
"2500DCL2192","346089.0709711852","406358.9918541209","56"
"2500DCL2191","345848.0517617238","406454.6651459869","57"
"1800EH02111","399249.1169576918","395803.83232772927","11"
"2500DCL2190","345832.0594853636","406475.65597883787","56"
"2500LAA00002","388332.98158596153","424325.69131133787","6"
"2500LAA00001","384254.96822156373","432401.7286185422","13"
"2500LAA00004","336046.44459607283","448486.49043485103","9"
"2500LAA00005","389448.8482996455","440149.79066117946","55"
"2500LAA00007","362065.15654085984","430413.7503160725","41"
"1800NE34951","382396.1588382559","410546.96635291807","164"
"1800NF40081","382580.1604328917","400643.8931957281","92"
"1800SB47511","381418.9756295883","390658.7576693711","95"
"2800S25111B","327434.1224946144","389321.766380322","24"
"1800NC41561","381948.1704217132","402770.9339895367","104"
"2500DCL2189","345539.10256948654","406617.00615367235","57"
"2500DCL2188","345542.06451428845","406626.7633872695","56"
"069000014490","356068.01828683726","388971.72787017224","20"
"2580EWD0009","367812.1898903996","425678.82633084245","93"
"1800EH04781","393078.04057347606","399734.6972627262","1"
"2500DCL2183","344654.0760985261","407370.9255923994","58"
"2500DCL2182","344712.0980013263","407324.8466915122","57"
"1800NE07341","393425.0701299031","417275.81290014763","22"
"2500DCL2181","344270.1202086324","407657.74130134156","58"
"2500LAA00013","356170.1182055893","454297.4209605856","2"
"2500LAA00012","352945.13132850407","410721.7014846047","50"
"2500LAA00015","337913.2040809051","430275.42758083355","2"
"2500LAA00014","351405.2042640326","462093.2495598005","1"
"2500LAA00017","344152.14034613786","463337.025386206","43"
"2500LAA00018","363959.105307299","431208.52491884807","29"
"1800NE34941","382339.1826731206","410533.6075323913","163"
"2800S25112A","327469.08053380286","389163.66892918217","24"
"2580EWD0010","367687.1391173903","426010.80757254374","103"
"1800NF40071","382576.180288962","400661.7088663466","94"
"2500LAA00010","336975.13769139576","410262.58898735896","34"
"2580EWD0011","367677.1356206065","426147.9525965124","104"
"2500DCL2139","347654.1944806437","465040.17298638145","2"
"2800S31010B","322989.0991884546","387069.95135390316","116"
"2500DCL2138","347754.17423448083","465543.0106301963","1"
"0610CH19176","341529.95670282585","354433.57038730587","9"
"2500DCL2137","347737.135241704","465552.1055355837","2"
"2500DCL2136","347325.195051734","465442.17139947717","24"
"2800S31010A","323072.1115555587","387022.75867414207","113"
"1800SB47521","381203.96096394747","390780.98836898705","95"
"2500DCL2135","347319.17261656455","465504.9999665299","25"
"2800S54029A","333072.14039281034","400268.80606669973","30"
"2500DCL2134","347117.15657688363","466009.94486990594","24"
"2800S54029B","333010.12525231397","400326.65687954787","28"
"2500DCL2133","347761.1591536197","465957.99194425053","2"
"2500DCL2132","348038.13227716926","466671.0402747649","26"
"2500DCL2131","348033.11290003534","466719.05685590184","26"
"2500DCL2130","348083.1678886335","466947.2776449213","26"
"069000014460","356903.02304208744","388505.6619331877","20"
"1800ED19621","388862.1730934533","405694.78683180857","15"
"1800WA17591","369970.1595353011","407413.70138459373","26"
"0600CO19004","386910.07394652703","364213.118014098","20"
"0600CO19005","386920.063802975","363981.80382840865","20"
"0600CO19002","385432.063282031","363053.76052954106","42"
"0600CO19008","374011.0524835242","360369.7789857051","7"
"0600CO19007","373997.9968861145","360380.0851710087","8"
"0610CH19167","340709.91749689594","366743.5576516243","22"
"0600CO19001","370439.15288216004","366096.9981644586","26"
"0610CH19168","340688.8983359005","366756.6140369231","88"
"1800ED07631","388851.1393360469","405957.93322635343","15"
"0610CH19185","348109.92142308364","358300.61089234665","6"
"60903771","259187.88153586595","665879.5580473716","3"
"069000014470","356712.0496719866","388749.72788801475","20"
"1800SB47531","381052.91931976145","390874.9352912232","95"
"2500DCL2123","347703.25434004917","462928.26735613623","22"
"2500DCL2122","347943.2665661838","463057.9758583169","22"
"0610CH19184","348116.9541632085","358319.55963932455","12"
"2500DCL2121","347976.2594301563","463052.1518418449","23"
"0600CO19015","388371.03202236583","361301.0475507811","11"
"0600CO19016","388413.0178148388","361239.7581748832","10"
"1800ED07621","389949.147292441","405468.58526951517","2"
"0600CO19017","387295.10355063155","364172.13244275295","20"
"1800WA17571","369425.10865818773","407835.7733830381","12"
"2500DCL2159","333589.45727135404","447806.5456134125","105"
"2800S31012B","323362.10618715454","386713.72685435927","3"
"2500DCL2158","333731.4539755434","447893.20845203195","136"
"2500DCL2156","340374.3307428998","448329.6669824418","22"
"2800S31012A","323386.10686279676","386802.9151119249","2"
"1800NC41591","380437.15842268243","414041.67462460854","76"
"2500DCL2155","347237.2143975176","462934.0092234927","29"
"2500DCL2154","347373.20952541754","462821.29410899023","29"
"2500DCL2153","347350.21260736993","462854.15984738525","29"
"2500DCL2151","347587.2240328841","462741.0805059698","29"
"2800S54027A","333398.1262762869","399689.92331449233","33"
"2500DCL2150","347604.2283436762","462751.1250882192","29"
"2800S54027B","333429.09970648075","399735.77536598453","30"
"1800NE34911","384343.18035141914","410773.91014983866","89"
"1800SJ41501","378648.10375980515","386383.9757182883","34"
"1800WA05591","369691.1209952178","411162.7129313108","18"
"2500DCL2149","347686.230104102","462783.35642523644","48"
"2500DCL2148","347648.2433695959","462989.98055252456","26"
"2800S31011A","323445.12908394553","386810.86390351586","118"
"2500DCL2147","347662.23750295246","463156.29066963017","26"
"2800S31011B","323330.07142711955","386876.81689902686","113"
"2500DCL2146","347662.241074993","463243.308329351","26"
"2500DCL2145","347662.2081281892","463512.0399093223","26"
"2800S54028A","333252.1148726116","399993.7536663413","30"
"1800WA42501","373340.12256633595","406621.01465486875","38"
